service_id,date,exception_type
8,20221122,1
8,20221123,1
8,20221128,1
8,20221129,1
8,20221130,1
8,20221201,1
8,20221202,1
8,20221205,1
8,20221206,1
8,20221207,1
8,20221208,1
8,20221209,1
8,20221212,1
8,20221213,1
8,20221214,1
8,20221215,1
8,20221216,1
8,20221219,1
8,20221220,1
8,20221221,1
8,20221222,1
8,20221223,1
8,20221227,1
8,20221228,1
8,20221229,1
8,20221230,1
8,20230103,1
8,20230104,1
8,20230105,1
8,20230106,1
8,20230109,1
8,20230110,1
8,20230111,1
8,20230112,1
8,20230113,1
8,20230117,1
8,20230118,1
8,20230119,1
8,20230120,1
8,20230123,1
8,20230126,1
8,20230127,1
8,20230130,1
8,20230131,1
8,20230201,1
8,20230202,1
8,20230203,1
8,20230206,1
8,20230207,1
8,20230208,1
8,20230209,1
8,20230210,1
8,20230213,1
8,20230214,1
8,20230215,1
8,20230216,1
8,20230217,1
8,20230221,1
8,20230222,1
8,20230223,1
8,20230224,1
8,20230227,1
8,20230228,1
8,20230301,1
8,20230302,1
8,20230303,1
8,20230306,1
8,20230307,1
8,20230308,1
8,20230309,1
8,20230310,1
8,20230313,1
8,20230314,1
8,20230315,1
8,20230316,1
8,20230317,1
8,20230320,1
8,20230321,1
8,20230322,1
8,20230323,1
8,20230324,1
8,20230327,1
8,20230328,1
8,20230329,1
8,20230330,1
8,20230331,1
9,20230125,1
10,20221112,1
11,20221113,1
11,20221119,1
11,20221120,1
11,20221124,1
11,20221125,1
11,20221126,1
11,20221127,1
11,20221203,1
11,20221204,1
11,20221210,1
11,20221211,1
11,20221217,1
11,20221218,1
11,20221224,1
11,20221225,1
11,20221226,1
11,20221231,1
11,20230101,1
11,20230102,1
11,20230107,1
11,20230108,1
11,20230114,1
11,20230115,1
11,20230116,1
11,20230121,1
11,20230122,1
11,20230128,1
11,20230129,1
11,20230204,1
11,20230205,1
11,20230211,1
11,20230212,1
11,20230218,1
11,20230219,1
11,20230220,1
11,20230225,1
11,20230226,1
11,20230304,1
11,20230305,1
11,20230311,1
11,20230312,1
11,20230318,1
11,20230319,1
11,20230325,1
11,20230326,1
12,20221113,1
12,20221119,1
12,20221120,1
12,20221124,1
12,20221126,1
12,20221127,1
12,20221203,1
12,20221204,1
12,20221210,1
12,20221211,1
12,20221217,1
12,20221218,1
12,20221224,1
12,20221225,1
12,20221231,1
12,20230101,1
12,20230107,1
12,20230108,1
12,20230114,1
12,20230115,1
12,20230121,1
12,20230122,1
12,20230128,1
12,20230129,1
12,20230204,1
12,20230205,1
12,20230211,1
12,20230212,1
12,20230218,1
12,20230219,1
12,20230225,1
12,20230226,1
12,20230304,1
12,20230305,1
12,20230311,1
12,20230312,1
12,20230318,1
12,20230319,1
12,20230325,1
12,20230326,1
12,20230401,1
13,20221113,1
13,20221119,1
13,20221120,1
13,20221124,1
13,20221125,1
13,20221126,1
13,20221127,1
13,20221203,1
13,20221204,1
13,20221210,1
13,20221211,1
13,20221217,1
13,20221218,1
13,20221224,1
13,20221225,1
13,20221226,1
13,20221231,1
13,20230101,1
13,20230102,1
13,20230107,1
13,20230108,1
13,20230114,1
13,20230115,1
13,20230116,1
13,20230121,1
13,20230122,1
13,20230128,1
13,20230129,1
13,20230204,1
13,20230205,1
13,20230211,1
13,20230212,1
13,20230218,1
13,20230219,1
13,20230220,1
13,20230225,1
13,20230226,1
13,20230304,1
13,20230305,1
13,20230311,1
13,20230312,1
13,20230318,1
13,20230319,1
13,20230325,1
13,20230326,1
13,20230401,1
14,20230124,1
15,20230124,1
15,20230125,1
16,20221231,1
17,20221113,1
17,20221119,1
17,20221120,1
17,20221124,1
17,20221125,1
17,20221126,1
17,20221127,1
17,20221203,1
17,20221204,1
17,20221210,1
17,20221211,1
17,20221217,1
17,20221218,1
17,20221224,1
17,20221225,1
17,20221226,1
17,20230101,1
17,20230102,1
17,20230107,1
17,20230108,1
17,20230114,1
17,20230115,1
17,20230116,1
17,20230121,1
17,20230122,1
17,20230128,1
17,20230129,1
17,20230204,1
17,20230205,1
17,20230211,1
17,20230212,1
17,20230218,1
17,20230219,1
17,20230220,1
17,20230225,1
17,20230226,1
17,20230304,1
17,20230305,1
17,20230311,1
17,20230312,1
17,20230318,1
17,20230319,1
17,20230325,1
17,20230326,1
18,20221112,1
18,20221119,1
18,20221126,1
18,20221203,1
18,20221210,1
18,20221217,1
18,20221224,1
18,20221231,1
18,20230107,1
18,20230114,1
18,20230121,1
18,20230128,1
18,20230204,1
18,20230211,1
18,20230218,1
18,20230225,1
18,20230304,1
18,20230311,1
18,20230318,1
18,20230325,1
18,20230401,1
18,20230408,1
18,20230415,1
18,20230422,1
18,20230429,1
18,20230506,1
19,20221113,1
19,20221120,1
19,20221127,1
19,20221204,1
19,20221211,1
19,20221218,1
19,20221225,1
19,20230101,1
19,20230108,1
19,20230115,1
19,20230122,1
19,20230129,1
19,20230205,1
19,20230212,1
19,20230219,1
19,20230226,1
19,20230305,1
19,20230312,1
19,20230319,1
19,20230326,1
19,20230402,1
19,20230409,1
19,20230416,1
19,20230423,1
19,20230430,1
19,20230507,1
20,20221110,1
20,20221111,1
20,20221114,1
20,20221115,1
20,20221116,1
20,20221117,1
20,20221118,1
20,20221121,1
20,20221122,1
20,20221123,1
20,20221124,1
20,20221125,1
20,20221128,1
20,20221129,1
20,20221130,1
20,20221201,1
20,20221202,1
20,20221205,1
20,20221206,1
20,20221207,1
20,20221208,1
20,20221209,1
20,20221212,1
20,20221213,1
20,20221214,1
20,20221215,1
20,20221216,1
20,20221219,1
20,20221220,1
20,20221221,1
20,20221222,1
20,20221223,1
20,20221226,1
20,20221227,1
20,20221228,1
20,20221229,1
20,20221230,1
20,20230102,1
20,20230103,1
20,20230104,1
20,20230105,1
20,20230106,1
20,20230109,1
20,20230110,1
20,20230111,1
20,20230112,1
20,20230113,1
20,20230116,1
20,20230117,1
20,20230118,1
20,20230119,1
20,20230120,1
20,20230123,1
20,20230124,1
20,20230125,1
20,20230126,1
20,20230127,1
20,20230130,1
20,20230131,1
20,20230201,1
20,20230202,1
20,20230203,1
20,20230206,1
20,20230207,1
20,20230208,1
20,20230209,1
20,20230210,1
20,20230213,1
20,20230214,1
20,20230215,1
20,20230216,1
20,20230217,1
20,20230220,1
20,20230221,1
20,20230222,1
20,20230223,1
20,20230224,1
20,20230227,1
20,20230228,1
20,20230301,1
20,20230302,1
20,20230303,1
20,20230306,1
20,20230307,1
20,20230308,1
20,20230309,1
20,20230310,1
20,20230313,1
20,20230314,1
20,20230315,1
20,20230316,1
20,20230317,1
20,20230320,1
20,20230321,1
20,20230322,1
20,20230323,1
20,20230324,1
20,20230327,1
20,20230328,1
20,20230329,1
20,20230330,1
20,20230331,1
20,20230403,1
20,20230404,1
20,20230405,1
20,20230406,1
20,20230407,1
20,20230410,1
20,20230411,1
20,20230412,1
20,20230413,1
20,20230414,1
20,20230417,1
20,20230418,1
20,20230419,1
20,20230420,1
20,20230421,1
20,20230424,1
20,20230425,1
20,20230426,1
20,20230427,1
20,20230428,1
20,20230501,1
20,20230502,1
20,20230503,1
20,20230504,1
20,20230505,1
20,20230508,1
21,20230101,1
22,20221111,1
23,20221118,1
23,20221119,1
23,20221123,1
23,20221124,1
23,20221125,1
23,20221126,1
23,20221202,1
23,20221203,1
23,20221209,1
23,20221210,1
23,20221216,1
23,20221217,1
23,20221223,1
23,20221224,1
23,20221225,1
23,20221230,1
23,20221231,1
23,20230101,1
23,20230106,1
23,20230107,1
23,20230113,1
23,20230114,1
23,20230115,1
23,20230120,1
23,20230121,1
23,20230127,1
23,20230128,1
23,20230203,1
23,20230204,1
23,20230210,1
23,20230211,1
23,20230217,1
23,20230218,1
23,20230219,1
23,20230224,1
23,20230225,1
23,20230303,1
23,20230304,1
23,20230310,1
23,20230311,1
23,20230317,1
23,20230318,1
23,20230324,1
23,20230325,1
23,20230331,1
24,20221113,1
24,20221114,1
24,20221115,1
24,20221116,1
24,20221117,1
24,20221120,1
24,20221121,1
24,20221122,1
24,20221127,1
24,20221128,1
24,20221129,1
24,20221130,1
24,20221201,1
24,20221204,1
24,20221205,1
24,20221206,1
24,20221207,1
24,20221208,1
24,20221211,1
24,20221212,1
24,20221213,1
24,20221214,1
24,20221215,1
24,20221218,1
24,20221219,1
24,20221220,1
24,20221221,1
24,20221222,1
24,20221226,1
24,20221227,1
24,20221228,1
24,20221229,1
24,20230102,1
24,20230103,1
24,20230104,1
24,20230105,1
24,20230108,1
24,20230109,1
24,20230110,1
24,20230111,1
24,20230112,1
24,20230116,1
24,20230117,1
24,20230118,1
24,20230119,1
24,20230122,1
24,20230123,1
24,20230126,1
24,20230129,1
24,20230130,1
24,20230131,1
24,20230201,1
24,20230202,1
24,20230205,1
24,20230206,1
24,20230207,1
24,20230208,1
24,20230209,1
24,20230212,1
24,20230213,1
24,20230214,1
24,20230215,1
24,20230216,1
24,20230220,1
24,20230221,1
24,20230222,1
24,20230223,1
24,20230226,1
24,20230227,1
24,20230228,1
24,20230301,1
24,20230302,1
24,20230305,1
24,20230306,1
24,20230307,1
24,20230308,1
24,20230309,1
24,20230312,1
24,20230313,1
24,20230314,1
24,20230315,1
24,20230316,1
24,20230319,1
24,20230320,1
24,20230321,1
24,20230322,1
24,20230323,1
24,20230326,1
24,20230327,1
24,20230328,1
24,20230329,1
24,20230330,1
25,20221124,1
25,20221125,1
25,20221226,1
25,20230102,1
25,20230116,1
25,20230220,1
26,20221124,1
27,20221123,1
27,20221223,1
28,20221118,1
28,20221119,1
28,20221123,1
28,20221124,1
28,20221125,1
28,20221126,1
28,20221202,1
28,20221203,1
28,20221209,1
28,20221210,1
28,20221216,1
28,20221217,1
28,20221223,1
28,20221224,1
28,20221225,1
28,20221230,1
28,20230101,1
28,20230106,1
28,20230107,1
28,20230113,1
28,20230114,1
28,20230115,1
28,20230120,1
28,20230121,1
28,20230127,1
28,20230128,1
28,20230203,1
28,20230204,1
28,20230210,1
28,20230211,1
28,20230217,1
28,20230218,1
28,20230219,1
28,20230224,1
28,20230225,1
28,20230303,1
28,20230304,1
28,20230310,1
28,20230311,1
28,20230317,1
28,20230318,1
28,20230324,1
28,20230325,1
28,20230331,1
29,20221114,1
29,20221115,1
29,20221116,1
29,20221117,1
29,20221118,1
29,20221121,1
29,20221122,1
29,20221128,1
29,20221129,1
29,20221130,1
29,20221201,1
29,20221202,1
29,20221205,1
29,20221206,1
29,20221207,1
29,20221208,1
29,20221209,1
29,20221212,1
29,20221213,1
29,20221214,1
29,20221215,1
29,20221216,1
29,20221219,1
29,20221220,1
29,20221221,1
29,20221222,1
29,20221227,1
29,20221228,1
29,20221229,1
29,20221230,1
29,20230103,1
29,20230104,1
29,20230105,1
29,20230106,1
29,20230109,1
29,20230110,1
29,20230111,1
29,20230112,1
29,20230113,1
29,20230117,1
29,20230118,1
29,20230119,1
29,20230120,1
29,20230123,1
29,20230126,1
29,20230127,1
29,20230130,1
29,20230131,1
29,20230201,1
29,20230202,1
29,20230203,1
29,20230206,1
29,20230207,1
29,20230208,1
29,20230209,1
29,20230210,1
29,20230213,1
29,20230214,1
29,20230215,1
29,20230216,1
29,20230217,1
29,20230221,1
29,20230222,1
29,20230223,1
29,20230224,1
29,20230227,1
29,20230228,1
29,20230301,1
29,20230302,1
29,20230303,1
29,20230306,1
29,20230307,1
29,20230308,1
29,20230309,1
29,20230310,1
29,20230313,1
29,20230314,1
29,20230315,1
29,20230316,1
29,20230317,1
29,20230320,1
29,20230321,1
29,20230322,1
29,20230323,1
29,20230324,1
29,20230327,1
29,20230328,1
29,20230329,1
29,20230330,1
29,20230331,1
30,20221111,1
30,20221112,1
31,20221110,1
31,20221111,1
31,20221114,1
31,20221115,1
31,20221116,1
31,20221117,1
31,20221118,1
31,20221121,1
31,20221122,1
31,20221123,1
31,20221128,1
31,20221129,1
31,20221130,1
31,20221201,1
31,20221202,1
31,20221205,1
31,20221206,1
31,20221207,1
31,20221208,1
31,20221209,1
31,20221212,1
31,20221213,1
31,20221214,1
31,20221215,1
31,20221216,1
31,20221219,1
31,20221220,1
31,20221221,1
31,20221222,1
31,20221223,1
31,20221227,1
31,20221228,1
31,20221229,1
31,20221230,1
31,20230103,1
31,20230104,1
31,20230105,1
31,20230106,1
31,20230109,1
31,20230110,1
31,20230111,1
31,20230112,1
31,20230113,1
31,20230117,1
31,20230118,1
31,20230119,1
31,20230120,1
31,20230123,1
31,20230126,1
31,20230127,1
31,20230130,1
31,20230131,1
31,20230201,1
31,20230202,1
31,20230203,1
31,20230206,1
31,20230207,1
31,20230208,1
31,20230209,1
31,20230210,1
31,20230213,1
31,20230214,1
31,20230215,1
31,20230216,1
31,20230217,1
31,20230221,1
31,20230222,1
31,20230223,1
31,20230224,1
31,20230227,1
31,20230228,1
31,20230301,1
31,20230302,1
31,20230303,1
31,20230306,1
31,20230307,1
31,20230308,1
31,20230309,1
31,20230310,1
31,20230313,1
31,20230314,1
31,20230315,1
31,20230316,1
31,20230317,1
31,20230320,1
31,20230321,1
31,20230322,1
31,20230323,1
31,20230324,1
31,20230327,1
31,20230328,1
31,20230329,1
31,20230330,1
31,20230331,1
32,20221227,1
32,20221228,1
32,20221229,1
32,20221230,1
33,20221114,1
33,20221115,1
33,20221116,1
33,20221117,1
33,20221118,1
33,20221121,1
33,20221122,1
33,20221123,1
33,20221128,1
33,20221129,1
33,20221130,1
33,20221201,1
33,20221202,1
33,20221205,1
33,20221206,1
33,20221207,1
33,20221208,1
33,20221209,1
33,20221212,1
33,20221213,1
33,20221214,1
33,20221215,1
33,20221216,1
33,20221219,1
33,20221220,1
33,20221221,1
33,20221222,1
33,20221223,1
33,20230103,1
33,20230104,1
33,20230105,1
33,20230106,1
33,20230109,1
33,20230110,1
33,20230111,1
33,20230112,1
33,20230113,1
33,20230117,1
33,20230118,1
33,20230119,1
33,20230120,1
33,20230123,1
33,20230126,1
33,20230127,1
33,20230130,1
33,20230131,1
33,20230201,1
33,20230202,1
33,20230203,1
33,20230206,1
33,20230207,1
33,20230208,1
33,20230209,1
33,20230210,1
33,20230213,1
33,20230214,1
33,20230215,1
33,20230216,1
33,20230217,1
33,20230221,1
33,20230222,1
33,20230223,1
33,20230224,1
33,20230227,1
33,20230228,1
33,20230301,1
33,20230302,1
33,20230303,1
33,20230306,1
33,20230307,1
33,20230308,1
33,20230309,1
33,20230310,1
33,20230313,1
33,20230314,1
33,20230315,1
33,20230316,1
33,20230317,1
33,20230320,1
33,20230321,1
33,20230322,1
33,20230323,1
33,20230324,1
33,20230327,1
33,20230328,1
33,20230329,1
33,20230330,1
33,20230331,1
34,20221114,1
34,20221115,1
34,20221116,1
34,20221117,1
34,20221118,1
34,20221121,1
34,20221122,1
34,20221123,1
34,20221128,1
34,20221129,1
34,20221130,1
34,20221201,1
34,20221202,1
34,20221205,1
34,20221206,1
34,20221207,1
34,20221208,1
34,20221209,1
34,20221212,1
34,20221213,1
34,20221214,1
34,20221215,1
34,20221216,1
34,20221219,1
34,20221220,1
34,20221221,1
34,20221222,1
34,20221223,1
34,20221227,1
34,20221228,1
34,20221229,1
34,20221230,1
34,20230103,1
34,20230104,1
34,20230105,1
34,20230109,1
34,20230110,1
34,20230111,1
34,20230112,1
34,20230117,1
34,20230118,1
34,20230119,1
34,20230123,1
34,20230126,1
34,20230130,1
34,20230131,1
34,20230201,1
34,20230202,1
34,20230206,1
34,20230207,1
34,20230208,1
34,20230209,1
34,20230213,1
34,20230214,1
34,20230215,1
34,20230216,1
34,20230221,1
34,20230222,1
34,20230223,1
34,20230227,1
34,20230228,1
34,20230301,1
34,20230302,1
34,20230303,1
34,20230306,1
34,20230307,1
34,20230308,1
34,20230309,1
34,20230310,1
34,20230313,1
34,20230314,1
34,20230315,1
34,20230316,1
34,20230317,1
34,20230320,1
34,20230321,1
34,20230322,1
34,20230323,1
34,20230324,1
34,20230327,1
34,20230328,1
34,20230329,1
34,20230330,1
34,20230331,1
35,20221113,1
36,20221119,1
36,20221120,1
36,20221124,1
36,20221125,1
36,20221126,1
36,20221127,1
36,20221203,1
36,20221204,1
36,20221210,1
36,20221211,1
36,20221217,1
36,20221218,1
36,20221224,1
36,20221225,1
36,20221226,1
36,20230101,1
36,20230102,1
36,20230107,1
36,20230108,1
36,20230114,1
36,20230115,1
36,20230116,1
36,20230121,1
36,20230122,1
36,20230128,1
36,20230129,1
36,20230204,1
36,20230205,1
36,20230211,1
36,20230212,1
36,20230218,1
36,20230219,1
36,20230220,1
36,20230225,1
36,20230226,1
36,20230304,1
36,20230305,1
36,20230311,1
36,20230312,1
36,20230318,1
36,20230319,1
36,20230325,1
36,20230326,1
37,20221113,1
37,20221119,1
37,20221120,1
37,20221125,1
37,20221126,1
37,20221127,1
37,20221203,1
37,20221204,1
37,20221210,1
37,20221211,1
37,20221217,1
37,20221218,1
37,20221224,1
37,20221225,1
37,20221226,1
37,20221231,1
37,20230101,1
37,20230102,1
37,20230107,1
37,20230108,1
37,20230114,1
37,20230115,1
37,20230116,1
37,20230121,1
37,20230122,1
37,20230128,1
37,20230129,1
37,20230204,1
37,20230205,1
37,20230211,1
37,20230212,1
37,20230218,1
37,20230219,1
37,20230220,1
37,20230225,1
37,20230226,1
37,20230304,1
37,20230305,1
37,20230311,1
37,20230312,1
37,20230318,1
37,20230319,1
37,20230325,1
37,20230326,1
37,20230401,1
38,20221118,1
38,20221123,1
38,20221202,1
38,20221209,1
38,20221216,1
38,20221223,1
38,20221230,1
38,20230106,1
38,20230113,1
38,20230120,1
38,20230127,1
38,20230203,1
38,20230210,1
38,20230217,1
38,20230224,1
38,20230303,1
38,20230310,1
38,20230317,1
38,20230324,1
38,20230331,1
39,20221119,1
39,20221124,1
39,20221125,1
39,20221126,1
39,20221203,1
39,20221210,1
39,20221217,1
39,20221224,1
39,20221225,1
39,20221231,1
39,20230101,1
39,20230107,1
39,20230114,1
39,20230115,1
39,20230121,1
39,20230128,1
39,20230204,1
39,20230211,1
39,20230218,1
39,20230219,1
39,20230225,1
39,20230304,1
39,20230311,1
39,20230318,1
39,20230325,1
40,20221113,1
40,20221119,1
40,20221120,1
40,20221124,1
40,20221125,1
40,20221126,1
40,20221127,1
40,20221203,1
40,20221204,1
40,20221210,1
40,20221211,1
40,20221217,1
40,20221218,1
40,20221224,1
40,20221225,1
40,20221226,1
40,20221230,1
40,20230101,1
40,20230102,1
40,20230107,1
40,20230108,1
40,20230114,1
40,20230115,1
40,20230116,1
40,20230121,1
40,20230122,1
40,20230128,1
40,20230129,1
40,20230204,1
40,20230205,1
40,20230211,1
40,20230212,1
40,20230218,1
40,20230219,1
40,20230220,1
40,20230225,1
40,20230226,1
40,20230304,1
40,20230305,1
40,20230311,1
40,20230312,1
40,20230318,1
40,20230319,1
40,20230325,1
40,20230326,1
41,20221113,1
41,20221118,1
41,20221119,1
41,20221120,1
41,20221123,1
41,20221124,1
41,20221125,1
41,20221126,1
41,20221127,1
41,20221202,1
41,20221203,1
41,20221204,1
41,20221209,1
41,20221210,1
41,20221211,1
41,20221216,1
41,20221217,1
41,20221218,1
41,20221223,1
41,20221224,1
41,20221225,1
41,20221226,1
41,20221230,1
41,20230101,1
41,20230102,1
41,20230106,1
41,20230107,1
41,20230108,1
41,20230113,1
41,20230114,1
41,20230115,1
41,20230116,1
41,20230120,1
41,20230121,1
41,20230122,1
41,20230127,1
41,20230128,1
41,20230129,1
41,20230203,1
41,20230204,1
41,20230205,1
41,20230210,1
41,20230211,1
41,20230212,1
41,20230217,1
41,20230218,1
41,20230219,1
41,20230220,1
41,20230224,1
41,20230225,1
41,20230226,1
41,20230303,1
41,20230304,1
41,20230305,1
41,20230310,1
41,20230311,1
41,20230312,1
41,20230317,1
41,20230318,1
41,20230319,1
41,20230324,1
41,20230325,1
41,20230326,1
41,20230331,1
42,20221119,1
42,20221120,1
42,20221124,1
42,20221125,1
42,20221126,1
42,20221127,1
42,20221203,1
42,20221204,1
42,20221210,1
42,20221211,1
42,20221217,1
42,20221218,1
42,20221224,1
42,20221225,1
42,20221226,1
42,20221231,1
42,20230101,1
42,20230102,1
42,20230107,1
42,20230108,1
42,20230114,1
42,20230115,1
42,20230116,1
42,20230121,1
42,20230122,1
42,20230128,1
42,20230129,1
42,20230204,1
42,20230205,1
42,20230211,1
42,20230212,1
42,20230218,1
42,20230219,1
42,20230220,1
42,20230225,1
42,20230226,1
42,20230304,1
42,20230305,1
42,20230311,1
42,20230312,1
42,20230318,1
42,20230319,1
42,20230325,1
42,20230326,1
43,20221113,1
43,20221119,1
43,20221120,1
43,20221124,1
43,20221125,1
43,20221126,1
43,20221127,1
43,20221203,1
43,20221204,1
43,20221210,1
43,20221211,1
43,20221217,1
43,20221218,1
43,20221224,1
43,20221225,1
43,20221226,1
43,20230101,1
43,20230102,1
43,20230107,1
43,20230108,1
43,20230114,1
43,20230115,1
43,20230116,1
43,20230121,1
43,20230122,1
43,20230128,1
43,20230129,1
43,20230204,1
43,20230205,1
43,20230211,1
43,20230212,1
43,20230218,1
43,20230219,1
43,20230220,1
43,20230225,1
43,20230226,1
43,20230304,1
43,20230305,1
43,20230311,1
43,20230312,1
43,20230318,1
43,20230319,1
43,20230325,1
43,20230326,1
43,20230401,1
44,20221119,1
44,20221124,1
44,20221125,1
44,20221126,1
44,20221203,1
44,20221210,1
44,20221217,1
44,20221224,1
44,20221225,1
44,20230101,1
44,20230107,1
44,20230114,1
44,20230115,1
44,20230121,1
44,20230128,1
44,20230204,1
44,20230211,1
44,20230218,1
44,20230219,1
44,20230225,1
44,20230304,1
44,20230311,1
44,20230318,1
44,20230325,1
45,20221114,1
45,20221115,1
45,20221116,1
45,20221117,1
45,20221121,1
45,20221122,1
45,20221128,1
45,20221129,1
45,20221130,1
45,20221201,1
45,20221205,1
45,20221206,1
45,20221207,1
45,20221208,1
45,20221212,1
45,20221213,1
45,20221214,1
45,20221215,1
45,20221219,1
45,20221220,1
45,20221221,1
45,20221222,1
45,20221227,1
45,20221228,1
45,20221229,1
45,20230103,1
45,20230104,1
45,20230105,1
45,20230109,1
45,20230110,1
45,20230111,1
45,20230112,1
45,20230117,1
45,20230118,1
45,20230119,1
45,20230123,1
45,20230126,1
45,20230130,1
45,20230131,1
45,20230201,1
45,20230202,1
45,20230206,1
45,20230207,1
45,20230208,1
45,20230209,1
45,20230213,1
45,20230214,1
45,20230215,1
45,20230216,1
45,20230221,1
45,20230222,1
45,20230223,1
45,20230227,1
45,20230228,1
45,20230301,1
45,20230302,1
45,20230306,1
45,20230307,1
45,20230308,1
45,20230309,1
45,20230313,1
45,20230314,1
45,20230315,1
45,20230316,1
45,20230320,1
45,20230321,1
45,20230322,1
45,20230323,1
45,20230327,1
45,20230328,1
45,20230329,1
45,20230330,1
46,20221113,1
46,20221120,1
46,20221127,1
46,20221204,1
46,20221211,1
46,20221218,1
46,20221226,1
46,20230102,1
46,20230108,1
46,20230116,1
46,20230122,1
46,20230129,1
46,20230205,1
46,20230212,1
46,20230220,1
46,20230226,1
46,20230305,1
46,20230312,1
46,20230319,1
46,20230326,1
