service_id,date,exception_type
15,20221109,1
15,20221110,1
16,20221007,1
16,20221008,1
16,20221014,1
16,20221015,1
16,20221021,1
16,20221022,1
16,20221028,1
16,20221029,1
16,20221104,1
16,20221105,1
16,20221106,1
16,20221111,1
16,20221112,1
17,20221009,1
17,20221016,1
17,20221023,1
17,20221030,1
17,20221106,1
18,20221006,1
18,20221007,1
18,20221010,1
18,20221011,1
18,20221012,1
18,20221013,1
18,20221014,1
18,20221017,1
18,20221018,1
18,20221019,1
18,20221020,1
18,20221021,1
18,20221024,1
18,20221025,1
18,20221026,1
18,20221027,1
18,20221028,1
18,20221031,1
18,20221101,1
18,20221102,1
18,20221103,1
18,20221104,1
18,20221107,1
18,20221108,1
18,20221109,1
18,20221110,1
18,20221111,1
18,20221114,1
18,20221117,1
18,20221118,1
18,20221121,1
18,20221122,1
18,20221123,1
18,20221125,1
18,20221128,1
18,20221129,1
18,20221130,1
18,20221201,1
18,20221202,1
18,20221205,1
18,20221206,1
18,20221207,1
18,20221208,1
18,20221209,1
18,20221212,1
18,20221213,1
18,20221214,1
18,20221215,1
18,20221216,1
18,20221219,1
18,20221220,1
18,20221221,1
18,20221222,1
18,20221223,1
18,20221227,1
18,20221228,1
18,20221229,1
18,20221230,1
18,20230102,1
18,20230103,1
18,20230104,1
18,20230105,1
18,20230106,1
18,20230109,1
18,20230110,1
18,20230111,1
18,20230112,1
18,20230113,1
18,20230117,1
18,20230118,1
18,20230119,1
18,20230120,1
18,20230123,1
18,20230124,1
18,20230125,1
18,20230126,1
18,20230127,1
18,20230130,1
18,20230131,1
18,20230201,1
18,20230202,1
18,20230203,1
18,20230206,1
18,20230207,1
18,20230208,1
18,20230209,1
18,20230210,1
18,20230213,1
18,20230214,1
18,20230215,1
18,20230216,1
18,20230217,1
18,20230221,1
18,20230222,1
18,20230223,1
18,20230224,1
18,20230227,1
18,20230228,1
19,20221024,1
19,20221025,1
19,20221026,1
19,20221027,1
19,20221028,1
19,20221031,1
19,20221101,1
19,20221102,1
19,20221103,1
19,20221104,1
19,20221107,1
19,20221108,1
19,20221109,1
19,20221110,1
19,20221111,1
20,20221006,1
20,20221007,1
20,20221010,1
20,20221011,1
20,20221012,1
20,20221013,1
20,20221014,1
20,20221017,1
20,20221018,1
20,20221019,1
20,20221020,1
20,20221021,1
21,20221007,1
21,20221008,1
21,20221009,1
21,20221014,1
21,20221015,1
21,20221016,1
21,20221021,1
21,20221022,1
21,20221023,1
21,20221028,1
21,20221029,1
21,20221030,1
21,20221104,1
21,20221105,1
21,20221106,1
21,20221111,1
22,20221006,1
22,20221007,1
22,20221010,1
22,20221011,1
22,20221012,1
22,20221013,1
22,20221014,1
22,20221017,1
22,20221018,1
22,20221019,1
22,20221020,1
22,20221021,1
22,20221024,1
22,20221025,1
22,20221026,1
22,20221027,1
22,20221028,1
22,20221031,1
22,20221101,1
22,20221102,1
22,20221103,1
22,20221104,1
22,20221107,1
22,20221108,1
22,20221109,1
22,20221110,1
22,20221111,1
22,20221114,1
22,20221117,1
22,20221118,1
22,20221121,1
22,20221122,1
22,20221123,1
22,20221128,1
22,20221129,1
22,20221130,1
22,20221201,1
22,20221202,1
22,20221205,1
22,20221206,1
22,20221207,1
22,20221208,1
22,20221209,1
22,20221212,1
22,20221213,1
22,20221214,1
22,20221215,1
22,20221216,1
22,20221219,1
22,20221220,1
22,20221221,1
22,20221222,1
22,20221223,1
22,20221227,1
22,20221228,1
22,20221229,1
22,20221230,1
23,20221009,1
23,20221016,1
