trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
760,09:43:00,09:43:00,36994,11,0,0,7.2790
760,09:45:00,09:45:00,37376,12,0,0,7.5280
760,09:47:00,09:47:00,37377,13,0,0,7.8750
760,09:50:00,09:50:00,37378,14,0,0,8.1680
760,09:55:00,09:55:00,39348,15,0,0,9.0456
761,09:32:00,09:32:00,42673,1,0,0,0.0000
761,09:34:00,09:34:00,38229,2,0,0,0.9155
761,09:36:00,09:36:00,37005,3,0,0,1.7758
761,09:38:00,09:38:00,37004,4,0,0,2.3381
761,09:40:00,09:40:00,37003,5,0,0,3.5483
761,09:41:00,09:41:00,37002,6,0,0,4.1962
761,09:44:00,09:44:00,36998,7,0,0,5.6180
761,09:47:00,09:47:00,36997,8,0,0,6.2992
761,09:48:00,09:48:00,36996,9,0,0,6.5767
761,09:50:00,09:50:00,36995,10,0,0,6.9845
761,09:52:00,09:52:00,36994,11,0,0,7.2790
761,09:54:00,09:54:00,37376,12,0,0,7.5280
761,09:56:00,09:56:00,37377,13,0,0,7.8750
761,09:59:00,09:59:00,37378,14,0,0,8.1680
761,10:04:00,10:04:00,39348,15,0,0,9.0456
762,09:49:00,09:49:00,42673,1,0,0,0.0000
762,09:51:00,09:51:00,38229,2,0,0,0.9155
762,09:53:00,09:53:00,37005,3,0,0,1.7758
762,09:55:00,09:55:00,37004,4,0,0,2.3381
762,09:57:00,09:57:00,37003,5,0,0,3.5483
762,09:58:00,09:58:00,37002,6,0,0,4.1962
762,10:01:00,10:01:00,36998,7,0,0,5.6180
762,10:04:00,10:04:00,36997,8,0,0,6.2992
762,10:05:00,10:05:00,36996,9,0,0,6.5767
762,10:07:00,10:07:00,36995,10,0,0,6.9845
762,10:09:00,10:09:00,36994,11,0,0,7.2790
762,10:11:00,10:11:00,37376,12,0,0,7.5280
762,10:13:00,10:13:00,37377,13,0,0,7.8750
762,10:16:00,10:16:00,37378,14,0,0,8.1680
762,10:21:00,10:21:00,39348,15,0,0,9.0456
763,10:11:00,10:11:00,42673,1,0,0,0.0000
763,10:13:00,10:13:00,38229,2,0,0,0.9155
763,10:15:00,10:15:00,37005,3,0,0,1.7758
763,10:17:00,10:17:00,37004,4,0,0,2.3381
763,10:19:00,10:19:00,37003,5,0,0,3.5483
763,10:20:00,10:20:00,37002,6,0,0,4.1962
763,10:23:00,10:23:00,36998,7,0,0,5.6180
763,10:26:00,10:26:00,36997,8,0,0,6.2992
763,10:27:00,10:27:00,36996,9,0,0,6.5767
763,10:29:00,10:29:00,36995,10,0,0,6.9845
763,10:31:00,10:31:00,36994,11,0,0,7.2790
763,10:33:00,10:33:00,37376,12,0,0,7.5280
763,10:35:00,10:35:00,37377,13,0,0,7.8750
763,10:38:00,10:38:00,37378,14,0,0,8.1680
763,10:43:00,10:43:00,39348,15,0,0,9.0456
764,10:31:00,10:31:00,42673,1,0,0,0.0000
764,10:33:00,10:33:00,38229,2,0,0,0.9155
764,10:35:00,10:35:00,37005,3,0,0,1.7758
764,10:37:00,10:37:00,37004,4,0,0,2.3381
764,10:39:00,10:39:00,37003,5,0,0,3.5483
764,10:40:00,10:40:00,37002,6,0,0,4.1962
764,10:43:00,10:43:00,36998,7,0,0,5.6180
764,10:46:00,10:46:00,36997,8,0,0,6.2992
764,10:47:00,10:47:00,36996,9,0,0,6.5767
764,10:49:00,10:49:00,36995,10,0,0,6.9845
764,10:51:00,10:51:00,36994,11,0,0,7.2790
764,10:53:00,10:53:00,37376,12,0,0,7.5280
764,10:55:00,10:55:00,37377,13,0,0,7.8750
764,10:58:00,10:58:00,37378,14,0,0,8.1680
764,11:03:00,11:03:00,39348,15,0,0,9.0456
765,10:51:00,10:51:00,42673,1,0,0,0.0000
765,10:53:00,10:53:00,38229,2,0,0,0.9155
765,10:55:00,10:55:00,37005,3,0,0,1.7758
765,10:57:00,10:57:00,37004,4,0,0,2.3381
765,10:59:00,10:59:00,37003,5,0,0,3.5483
765,11:00:00,11:00:00,37002,6,0,0,4.1962
765,11:03:00,11:03:00,36998,7,0,0,5.6180
765,11:06:00,11:06:00,36997,8,0,0,6.2992
765,11:07:00,11:07:00,36996,9,0,0,6.5767
765,11:09:00,11:09:00,36995,10,0,0,6.9845
765,11:11:00,11:11:00,36994,11,0,0,7.2790
765,11:13:00,11:13:00,37376,12,0,0,7.5280
765,11:15:00,11:15:00,37377,13,0,0,7.8750
765,11:18:00,11:18:00,37378,14,0,0,8.1680
765,11:23:00,11:23:00,39348,15,0,0,9.0456
766,11:11:00,11:11:00,42673,1,0,0,0.0000
766,11:13:00,11:13:00,38229,2,0,0,0.9155
766,11:15:00,11:15:00,37005,3,0,0,1.7758
766,11:17:00,11:17:00,37004,4,0,0,2.3381
766,11:19:00,11:19:00,37003,5,0,0,3.5483
766,11:20:00,11:20:00,37002,6,0,0,4.1962
766,11:23:00,11:23:00,36998,7,0,0,5.6180
766,11:26:00,11:26:00,36997,8,0,0,6.2992
766,11:27:00,11:27:00,36996,9,0,0,6.5767
766,11:29:00,11:29:00,36995,10,0,0,6.9845
766,11:31:00,11:31:00,36994,11,0,0,7.2790
766,11:33:00,11:33:00,37376,12,0,0,7.5280
766,11:35:00,11:35:00,37377,13,0,0,7.8750
766,11:38:00,11:38:00,37378,14,0,0,8.1680
766,11:43:00,11:43:00,39348,15,0,0,9.0456
767,11:31:00,11:31:00,42673,1,0,0,0.0000
767,11:33:00,11:33:00,38229,2,0,0,0.9155
767,11:35:00,11:35:00,37005,3,0,0,1.7758
767,11:37:00,11:37:00,37004,4,0,0,2.3381
767,11:39:00,11:39:00,37003,5,0,0,3.5483
767,11:40:00,11:40:00,37002,6,0,0,4.1962
767,11:43:00,11:43:00,36998,7,0,0,5.6180
767,11:46:00,11:46:00,36997,8,0,0,6.2992
767,11:47:00,11:47:00,36996,9,0,0,6.5767
767,11:49:00,11:49:00,36995,10,0,0,6.9845
767,11:51:00,11:51:00,36994,11,0,0,7.2790
767,11:53:00,11:53:00,37376,12,0,0,7.5280
767,11:55:00,11:55:00,37377,13,0,0,7.8750
767,11:58:00,11:58:00,37378,14,0,0,8.1680
767,12:03:00,12:03:00,39348,15,0,0,9.0456
768,11:51:00,11:51:00,42673,1,0,0,0.0000
768,11:53:00,11:53:00,38229,2,0,0,0.9155
768,11:55:00,11:55:00,37005,3,0,0,1.7758
768,11:57:00,11:57:00,37004,4,0,0,2.3381
768,11:59:00,11:59:00,37003,5,0,0,3.5483
768,12:00:00,12:00:00,37002,6,0,0,4.1962
768,12:03:00,12:03:00,36998,7,0,0,5.6180
768,12:06:00,12:06:00,36997,8,0,0,6.2992
768,12:07:00,12:07:00,36996,9,0,0,6.5767
768,12:09:00,12:09:00,36995,10,0,0,6.9845
768,12:11:00,12:11:00,36994,11,0,0,7.2790
768,12:13:00,12:13:00,37376,12,0,0,7.5280
768,12:15:00,12:15:00,37377,13,0,0,7.8750
768,12:18:00,12:18:00,37378,14,0,0,8.1680
768,12:23:00,12:23:00,39348,15,0,0,9.0456
769,12:11:00,12:11:00,42673,1,0,0,0.0000
769,12:13:00,12:13:00,38229,2,0,0,0.9155
769,12:15:00,12:15:00,37005,3,0,0,1.7758
769,12:17:00,12:17:00,37004,4,0,0,2.3381
769,12:19:00,12:19:00,37003,5,0,0,3.5483
769,12:20:00,12:20:00,37002,6,0,0,4.1962
769,12:23:00,12:23:00,36998,7,0,0,5.6180
769,12:26:00,12:26:00,36997,8,0,0,6.2992
769,12:27:00,12:27:00,36996,9,0,0,6.5767
769,12:29:00,12:29:00,36995,10,0,0,6.9845
769,12:31:00,12:31:00,36994,11,0,0,7.2790
769,12:33:00,12:33:00,37376,12,0,0,7.5280
769,12:35:00,12:35:00,37377,13,0,0,7.8750
769,12:38:00,12:38:00,37378,14,0,0,8.1680
769,12:43:00,12:43:00,39348,15,0,0,9.0456
770,12:31:00,12:31:00,42673,1,0,0,0.0000
770,12:33:00,12:33:00,38229,2,0,0,0.9155
770,12:35:00,12:35:00,37005,3,0,0,1.7758
770,12:37:00,12:37:00,37004,4,0,0,2.3381
770,12:39:00,12:39:00,37003,5,0,0,3.5483
770,12:40:00,12:40:00,37002,6,0,0,4.1962
770,12:43:00,12:43:00,36998,7,0,0,5.6180
770,12:46:00,12:46:00,36997,8,0,0,6.2992
770,12:47:00,12:47:00,36996,9,0,0,6.5767
770,12:49:00,12:49:00,36995,10,0,0,6.9845
770,12:51:00,12:51:00,36994,11,0,0,7.2790
770,12:53:00,12:53:00,37376,12,0,0,7.5280
770,12:55:00,12:55:00,37377,13,0,0,7.8750
770,12:58:00,12:58:00,37378,14,0,0,8.1680
770,13:03:00,13:03:00,39348,15,0,0,9.0456
771,12:51:00,12:51:00,42673,1,0,0,0.0000
771,12:53:00,12:53:00,38229,2,0,0,0.9155
771,12:55:00,12:55:00,37005,3,0,0,1.7758
771,12:57:00,12:57:00,37004,4,0,0,2.3381
771,12:59:00,12:59:00,37003,5,0,0,3.5483
771,13:00:00,13:00:00,37002,6,0,0,4.1962
771,13:03:00,13:03:00,36998,7,0,0,5.6180
771,13:06:00,13:06:00,36997,8,0,0,6.2992
771,13:07:00,13:07:00,36996,9,0,0,6.5767
771,13:09:00,13:09:00,36995,10,0,0,6.9845
771,13:11:00,13:11:00,36994,11,0,0,7.2790
771,13:13:00,13:13:00,37376,12,0,0,7.5280
771,13:15:00,13:15:00,37377,13,0,0,7.8750
771,13:18:00,13:18:00,37378,14,0,0,8.1680
771,13:23:00,13:23:00,39348,15,0,0,9.0456
772,13:11:00,13:11:00,42673,1,0,0,0.0000
772,13:13:00,13:13:00,38229,2,0,0,0.9155
772,13:15:00,13:15:00,37005,3,0,0,1.7758
772,13:17:00,13:17:00,37004,4,0,0,2.3381
772,13:19:00,13:19:00,37003,5,0,0,3.5483
772,13:20:00,13:20:00,37002,6,0,0,4.1962
772,13:23:00,13:23:00,36998,7,0,0,5.6180
772,13:26:00,13:26:00,36997,8,0,0,6.2992
772,13:27:00,13:27:00,36996,9,0,0,6.5767
772,13:29:00,13:29:00,36995,10,0,0,6.9845
772,13:31:00,13:31:00,36994,11,0,0,7.2790
772,13:33:00,13:33:00,37376,12,0,0,7.5280
772,13:35:00,13:35:00,37377,13,0,0,7.8750
772,13:38:00,13:38:00,37378,14,0,0,8.1680
772,13:43:00,13:43:00,39348,15,0,0,9.0456
773,13:31:00,13:31:00,42673,1,0,0,0.0000
773,13:33:00,13:33:00,38229,2,0,0,0.9155
773,13:35:00,13:35:00,37005,3,0,0,1.7758
773,13:37:00,13:37:00,37004,4,0,0,2.3381
773,13:39:00,13:39:00,37003,5,0,0,3.5483
773,13:40:00,13:40:00,37002,6,0,0,4.1962
773,13:43:00,13:43:00,36998,7,0,0,5.6180
773,13:46:00,13:46:00,36997,8,0,0,6.2992
773,13:47:00,13:47:00,36996,9,0,0,6.5767
773,13:49:00,13:49:00,36995,10,0,0,6.9845
773,13:51:00,13:51:00,36994,11,0,0,7.2790
773,13:53:00,13:53:00,37376,12,0,0,7.5280
773,13:55:00,13:55:00,37377,13,0,0,7.8750
773,13:58:00,13:58:00,37378,14,0,0,8.1680
773,14:03:00,14:03:00,39348,15,0,0,9.0456
774,13:51:00,13:51:00,42673,1,0,0,0.0000
774,13:53:00,13:53:00,38229,2,0,0,0.9155
774,13:55:00,13:55:00,37005,3,0,0,1.7758
774,13:57:00,13:57:00,37004,4,0,0,2.3381
774,13:59:00,13:59:00,37003,5,0,0,3.5483
774,14:00:00,14:00:00,37002,6,0,0,4.1962
774,14:03:00,14:03:00,36998,7,0,0,5.6180
774,14:06:00,14:06:00,36997,8,0,0,6.2992
774,14:07:00,14:07:00,36996,9,0,0,6.5767
774,14:09:00,14:09:00,36995,10,0,0,6.9845
774,14:11:00,14:11:00,36994,11,0,0,7.2790
774,14:13:00,14:13:00,37376,12,0,0,7.5280
774,14:15:00,14:15:00,37377,13,0,0,7.8750
774,14:18:00,14:18:00,37378,14,0,0,8.1680
774,14:23:00,14:23:00,39348,15,0,0,9.0456
775,14:11:00,14:11:00,42673,1,0,0,0.0000
775,14:13:00,14:13:00,38229,2,0,0,0.9155
775,14:15:00,14:15:00,37005,3,0,0,1.7758
775,14:17:00,14:17:00,37004,4,0,0,2.3381
775,14:19:00,14:19:00,37003,5,0,0,3.5483
775,14:20:00,14:20:00,37002,6,0,0,4.1962
775,14:23:00,14:23:00,36998,7,0,0,5.6180
775,14:26:00,14:26:00,36997,8,0,0,6.2992
775,14:27:00,14:27:00,36996,9,0,0,6.5767
775,14:29:00,14:29:00,36995,10,0,0,6.9845
775,14:31:00,14:31:00,36994,11,0,0,7.2790
775,14:33:00,14:33:00,37376,12,0,0,7.5280
775,14:35:00,14:35:00,37377,13,0,0,7.8750
775,14:38:00,14:38:00,37378,14,0,0,8.1680
775,14:43:00,14:43:00,39348,15,0,0,9.0456
776,14:31:00,14:31:00,42673,1,0,0,0.0000
776,14:33:00,14:33:00,38229,2,0,0,0.9155
776,14:35:00,14:35:00,37005,3,0,0,1.7758
776,14:37:00,14:37:00,37004,4,0,0,2.3381
776,14:39:00,14:39:00,37003,5,0,0,3.5483
776,14:40:00,14:40:00,37002,6,0,0,4.1962
776,14:43:00,14:43:00,36998,7,0,0,5.6180
776,14:46:00,14:46:00,36997,8,0,0,6.2992
776,14:47:00,14:47:00,36996,9,0,0,6.5767
776,14:49:00,14:49:00,36995,10,0,0,6.9845
776,14:51:00,14:51:00,36994,11,0,0,7.2790
776,14:53:00,14:53:00,37376,12,0,0,7.5280
776,14:55:00,14:55:00,37377,13,0,0,7.8750
776,14:58:00,14:58:00,37378,14,0,0,8.1680
776,15:03:00,15:03:00,39348,15,0,0,9.0456
777,14:51:00,14:51:00,42673,1,0,0,0.0000
777,14:53:00,14:53:00,38229,2,0,0,0.9155
777,14:55:00,14:55:00,37005,3,0,0,1.7758
777,14:57:00,14:57:00,37004,4,0,0,2.3381
777,14:59:00,14:59:00,37003,5,0,0,3.5483
777,15:00:00,15:00:00,37002,6,0,0,4.1962
777,15:03:00,15:03:00,36998,7,0,0,5.6180
777,15:06:00,15:06:00,36997,8,0,0,6.2992
777,15:07:00,15:07:00,36996,9,0,0,6.5767
777,15:09:00,15:09:00,36995,10,0,0,6.9845
777,15:11:00,15:11:00,36994,11,0,0,7.2790
777,15:13:00,15:13:00,37376,12,0,0,7.5280
777,15:15:00,15:15:00,37377,13,0,0,7.8750
777,15:18:00,15:18:00,37378,14,0,0,8.1680
777,15:23:00,15:23:00,39348,15,0,0,9.0456
778,15:09:00,15:09:00,42673,1,0,0,0.0000
778,15:11:00,15:11:00,38229,2,0,0,0.9155
778,15:13:00,15:13:00,37005,3,0,0,1.7758
778,15:15:00,15:15:00,37004,4,0,0,2.3381
778,15:17:00,15:17:00,37003,5,0,0,3.5483
778,15:18:00,15:18:00,37002,6,0,0,4.1962
778,15:21:00,15:21:00,36998,7,0,0,5.6180
778,15:24:00,15:24:00,36997,8,0,0,6.2992
778,15:25:00,15:25:00,36996,9,0,0,6.5767
778,15:27:00,15:27:00,36995,10,0,0,6.9845
778,15:29:00,15:29:00,36994,11,0,0,7.2790
778,15:31:00,15:31:00,37376,12,0,0,7.5280
778,15:33:00,15:33:00,37377,13,0,0,7.8750
778,15:36:00,15:36:00,37378,14,0,0,8.1680
778,15:41:00,15:41:00,39348,15,0,0,9.0456
779,15:17:00,15:17:00,42673,1,0,0,0.0000
779,15:19:00,15:19:00,38229,2,0,0,0.9155
779,15:21:00,15:21:00,37005,3,0,0,1.7758
779,15:23:00,15:23:00,37004,4,0,0,2.3381
779,15:25:00,15:25:00,37003,5,0,0,3.5483
779,15:26:00,15:26:00,37002,6,0,0,4.1962
779,15:29:00,15:29:00,36998,7,0,0,5.6180
779,15:32:00,15:32:00,36997,8,0,0,6.2992
779,15:33:00,15:33:00,36996,9,0,0,6.5767
779,15:35:00,15:35:00,36995,10,0,0,6.9845
779,15:37:00,15:37:00,36994,11,0,0,7.2790
779,15:39:00,15:39:00,37376,12,0,0,7.5280
779,15:41:00,15:41:00,37377,13,0,0,7.8750
779,15:44:00,15:44:00,37378,14,0,0,8.1680
779,15:49:00,15:49:00,39348,15,0,0,9.0456
780,15:29:00,15:29:00,42673,1,0,0,0.0000
780,15:31:00,15:31:00,38229,2,0,0,0.9155
780,15:33:00,15:33:00,37005,3,0,0,1.7758
780,15:35:00,15:35:00,37004,4,0,0,2.3381
780,15:37:00,15:37:00,37003,5,0,0,3.5483
780,15:38:00,15:38:00,37002,6,0,0,4.1962
780,15:41:00,15:41:00,36998,7,0,0,5.6180
780,15:44:00,15:44:00,36997,8,0,0,6.2992
780,15:45:00,15:45:00,36996,9,0,0,6.5767
780,15:47:00,15:47:00,36995,10,0,0,6.9845
780,15:49:00,15:49:00,36994,11,0,0,7.2790
780,15:51:00,15:51:00,37376,12,0,0,7.5280
780,15:53:00,15:53:00,37377,13,0,0,7.8750
780,15:56:00,15:56:00,37378,14,0,0,8.1680
780,16:01:00,16:01:00,39348,15,0,0,9.0456
781,15:35:00,15:35:00,42673,1,0,0,0.0000
781,15:37:00,15:37:00,38229,2,0,0,0.9155
781,15:39:00,15:39:00,37005,3,0,0,1.7758
781,15:41:00,15:41:00,37004,4,0,0,2.3381
781,15:43:00,15:43:00,37003,5,0,0,3.5483
781,15:44:00,15:44:00,37002,6,0,0,4.1962
781,15:47:00,15:47:00,36998,7,0,0,5.6180
781,15:50:00,15:50:00,36997,8,0,0,6.2992
781,15:51:00,15:51:00,36996,9,0,0,6.5767
781,15:53:00,15:53:00,36995,10,0,0,6.9845
781,15:55:00,15:55:00,36994,11,0,0,7.2790
781,15:57:00,15:57:00,37376,12,0,0,7.5280
781,15:59:00,15:59:00,37377,13,0,0,7.8750
781,16:02:00,16:02:00,37378,14,0,0,8.1680
781,16:07:00,16:07:00,39348,15,0,0,9.0456
782,15:48:00,15:48:00,42673,1,0,0,0.0000
782,15:50:00,15:50:00,38229,2,0,0,0.9155
782,15:52:00,15:52:00,37005,3,0,0,1.7758
782,15:54:00,15:54:00,37004,4,0,0,2.3381
782,15:56:00,15:56:00,37003,5,0,0,3.5483
782,15:57:00,15:57:00,37002,6,0,0,4.1962
782,16:00:00,16:00:00,36998,7,0,0,5.6180
782,16:03:00,16:03:00,36997,8,0,0,6.2992
782,16:04:00,16:04:00,36996,9,0,0,6.5767
782,16:06:00,16:06:00,36995,10,0,0,6.9845
782,16:08:00,16:08:00,36994,11,0,0,7.2790
782,16:10:00,16:10:00,37376,12,0,0,7.5280
782,16:12:00,16:12:00,37377,13,0,0,7.8750
782,16:15:00,16:15:00,37378,14,0,0,8.1680
782,16:20:00,16:20:00,39348,15,0,0,9.0456
783,15:54:00,15:54:00,42673,1,0,0,0.0000
783,15:56:00,15:56:00,38229,2,0,0,0.9155
783,15:58:00,15:58:00,37005,3,0,0,1.7758
783,16:00:00,16:00:00,37004,4,0,0,2.3381
783,16:02:00,16:02:00,37003,5,0,0,3.5483
783,16:03:00,16:03:00,37002,6,0,0,4.1962
783,16:06:00,16:06:00,36998,7,0,0,5.6180
783,16:09:00,16:09:00,36997,8,0,0,6.2992
783,16:10:00,16:10:00,36996,9,0,0,6.5767
783,16:12:00,16:12:00,36995,10,0,0,6.9845
783,16:14:00,16:14:00,36994,11,0,0,7.2790
783,16:16:00,16:16:00,37376,12,0,0,7.5280
783,16:18:00,16:18:00,37377,13,0,0,7.8750
783,16:21:00,16:21:00,37378,14,0,0,8.1680
783,16:26:00,16:26:00,39348,15,0,0,9.0456
784,16:07:00,16:07:00,42673,1,0,0,0.0000
784,16:09:00,16:09:00,38229,2,0,0,0.9155
784,16:11:00,16:11:00,37005,3,0,0,1.7758
784,16:13:00,16:13:00,37004,4,0,0,2.3381
784,16:15:00,16:15:00,37003,5,0,0,3.5483
784,16:16:00,16:16:00,37002,6,0,0,4.1962
784,16:19:00,16:19:00,36998,7,0,0,5.6180
784,16:22:00,16:22:00,36997,8,0,0,6.2992
784,16:23:00,16:23:00,36996,9,0,0,6.5767
784,16:25:00,16:25:00,36995,10,0,0,6.9845
784,16:27:00,16:27:00,36994,11,0,0,7.2790
784,16:29:00,16:29:00,37376,12,0,0,7.5280
784,16:31:00,16:31:00,37377,13,0,0,7.8750
784,16:34:00,16:34:00,37378,14,0,0,8.1680
784,16:39:00,16:39:00,39348,15,0,0,9.0456
785,16:26:00,16:26:00,42673,1,0,0,0.0000
785,16:28:00,16:28:00,38229,2,0,0,0.9155
785,16:30:00,16:30:00,37005,3,0,0,1.7758
785,16:32:00,16:32:00,37004,4,0,0,2.3381
785,16:34:00,16:34:00,37003,5,0,0,3.5483
785,16:35:00,16:35:00,37002,6,0,0,4.1962
785,16:38:00,16:38:00,36998,7,0,0,5.6180
785,16:41:00,16:41:00,36997,8,0,0,6.2992
785,16:42:00,16:42:00,36996,9,0,0,6.5767
785,16:44:00,16:44:00,36995,10,0,0,6.9845
785,16:46:00,16:46:00,36994,11,0,0,7.2790
785,16:48:00,16:48:00,37376,12,0,0,7.5280
785,16:50:00,16:50:00,37377,13,0,0,7.8750
785,16:53:00,16:53:00,37378,14,0,0,8.1680
785,16:58:00,16:58:00,39348,15,0,0,9.0456
786,16:47:00,16:47:00,42673,1,0,0,0.0000
786,16:49:00,16:49:00,38229,2,0,0,0.9155
786,16:51:00,16:51:00,37005,3,0,0,1.7758
786,16:53:00,16:53:00,37004,4,0,0,2.3381
786,16:55:00,16:55:00,37003,5,0,0,3.5483
786,16:56:00,16:56:00,37002,6,0,0,4.1962
786,16:59:00,16:59:00,36998,7,0,0,5.6180
786,17:02:00,17:02:00,36997,8,0,0,6.2992
786,17:03:00,17:03:00,36996,9,0,0,6.5767
786,17:05:00,17:05:00,36995,10,0,0,6.9845
786,17:07:00,17:07:00,36994,11,0,0,7.2790
786,17:09:00,17:09:00,37376,12,0,0,7.5280
786,17:11:00,17:11:00,37377,13,0,0,7.8750
786,17:14:00,17:14:00,37378,14,0,0,8.1680
786,17:19:00,17:19:00,39348,15,0,0,9.0456
787,17:08:00,17:08:00,42673,1,0,0,0.0000
787,17:10:00,17:10:00,38229,2,0,0,0.9155
787,17:12:00,17:12:00,37005,3,0,0,1.7758
787,17:14:00,17:14:00,37004,4,0,0,2.3381
787,17:16:00,17:16:00,37003,5,0,0,3.5483
787,17:17:00,17:17:00,37002,6,0,0,4.1962
787,17:20:00,17:20:00,36998,7,0,0,5.6180
787,17:23:00,17:23:00,36997,8,0,0,6.2992
787,17:24:00,17:24:00,36996,9,0,0,6.5767
787,17:26:00,17:26:00,36995,10,0,0,6.9845
787,17:28:00,17:28:00,36994,11,0,0,7.2790
787,17:30:00,17:30:00,37376,12,0,0,7.5280
787,17:32:00,17:32:00,37377,13,0,0,7.8750
787,17:35:00,17:35:00,37378,14,0,0,8.1680
787,17:40:00,17:40:00,39348,15,0,0,9.0456
788,17:22:00,17:22:00,42673,1,0,0,0.0000
788,17:24:00,17:24:00,38229,2,0,0,0.9155
788,17:26:00,17:26:00,37005,3,0,0,1.7758
788,17:28:00,17:28:00,37004,4,0,0,2.3381
788,17:30:00,17:30:00,37003,5,0,0,3.5483
788,17:31:00,17:31:00,37002,6,0,0,4.1962
788,17:34:00,17:34:00,36998,7,0,0,5.6180
788,17:37:00,17:37:00,36997,8,0,0,6.2992
788,17:38:00,17:38:00,36996,9,0,0,6.5767
788,17:40:00,17:40:00,36995,10,0,0,6.9845
788,17:42:00,17:42:00,36994,11,0,0,7.2790
788,17:44:00,17:44:00,37376,12,0,0,7.5280
788,17:46:00,17:46:00,37377,13,0,0,7.8750
788,17:49:00,17:49:00,37378,14,0,0,8.1680
788,17:54:00,17:54:00,39348,15,0,0,9.0456
789,17:35:00,17:35:00,42673,1,0,0,0.0000
789,17:37:00,17:37:00,38229,2,0,0,0.9155
789,17:39:00,17:39:00,37005,3,0,0,1.7758
789,17:41:00,17:41:00,37004,4,0,0,2.3381
789,17:43:00,17:43:00,37003,5,0,0,3.5483
789,17:44:00,17:44:00,37002,6,0,0,4.1962
789,17:47:00,17:47:00,36998,7,0,0,5.6180
789,17:50:00,17:50:00,36997,8,0,0,6.2992
789,17:51:00,17:51:00,36996,9,0,0,6.5767
789,17:53:00,17:53:00,36995,10,0,0,6.9845
789,17:55:00,17:55:00,36994,11,0,0,7.2790
789,17:57:00,17:57:00,37376,12,0,0,7.5280
789,17:59:00,17:59:00,37377,13,0,0,7.8750
789,18:02:00,18:02:00,37378,14,0,0,8.1680
789,18:07:00,18:07:00,39348,15,0,0,9.0456
790,17:39:00,17:39:00,42673,1,0,0,0.0000
790,17:41:00,17:41:00,38229,2,0,0,0.9155
790,17:43:00,17:43:00,37005,3,0,0,1.7758
790,17:45:00,17:45:00,37004,4,0,0,2.3381
790,17:47:00,17:47:00,37003,5,0,0,3.5483
790,17:48:00,17:48:00,37002,6,0,0,4.1962
790,17:51:00,17:51:00,36998,7,0,0,5.6180
790,17:54:00,17:54:00,36997,8,0,0,6.2992
790,17:55:00,17:55:00,36996,9,0,0,6.5767
790,17:57:00,17:57:00,36995,10,0,0,6.9845
790,17:59:00,17:59:00,36994,11,0,0,7.2790
790,18:01:00,18:01:00,37376,12,0,0,7.5280
790,18:03:00,18:03:00,37377,13,0,0,7.8750
790,18:06:00,18:06:00,37378,14,0,0,8.1680
790,18:11:00,18:11:00,39348,15,0,0,9.0456
791,17:55:00,17:55:00,42673,1,0,0,0.0000
791,17:57:00,17:57:00,38229,2,0,0,0.9155
791,17:59:00,17:59:00,37005,3,0,0,1.7758
791,18:01:00,18:01:00,37004,4,0,0,2.3381
791,18:03:00,18:03:00,37003,5,0,0,3.5483
791,18:04:00,18:04:00,37002,6,0,0,4.1962
791,18:07:00,18:07:00,36998,7,0,0,5.6180
791,18:10:00,18:10:00,36997,8,0,0,6.2992
791,18:11:00,18:11:00,36996,9,0,0,6.5767
791,18:13:00,18:13:00,36995,10,0,0,6.9845
791,18:15:00,18:15:00,36994,11,0,0,7.2790
791,18:17:00,18:17:00,37376,12,0,0,7.5280
791,18:19:00,18:19:00,37377,13,0,0,7.8750
791,18:22:00,18:22:00,37378,14,0,0,8.1680
791,18:27:00,18:27:00,39348,15,0,0,9.0456
792,18:16:00,18:16:00,42673,1,0,0,0.0000
792,18:18:00,18:18:00,38229,2,0,0,0.9155
792,18:20:00,18:20:00,37005,3,0,0,1.7758
792,18:22:00,18:22:00,37004,4,0,0,2.3381
792,18:24:00,18:24:00,37003,5,0,0,3.5483
792,18:25:00,18:25:00,37002,6,0,0,4.1962
792,18:28:00,18:28:00,36998,7,0,0,5.6180
792,18:31:00,18:31:00,36997,8,0,0,6.2992
792,18:32:00,18:32:00,36996,9,0,0,6.5767
792,18:34:00,18:34:00,36995,10,0,0,6.9845
792,18:36:00,18:36:00,36994,11,0,0,7.2790
792,18:38:00,18:38:00,37376,12,0,0,7.5280
792,18:40:00,18:40:00,37377,13,0,0,7.8750
792,18:43:00,18:43:00,37378,14,0,0,8.1680
792,18:48:00,18:48:00,39348,15,0,0,9.0456
793,18:29:00,18:29:00,42673,1,0,0,0.0000
793,18:31:00,18:31:00,38229,2,0,0,0.9155
793,18:33:00,18:33:00,37005,3,0,0,1.7758
793,18:35:00,18:35:00,37004,4,0,0,2.3381
793,18:37:00,18:37:00,37003,5,0,0,3.5483
793,18:38:00,18:38:00,37002,6,0,0,4.1962
793,18:41:00,18:41:00,36998,7,0,0,5.6180
793,18:44:00,18:44:00,36997,8,0,0,6.2992
793,18:45:00,18:45:00,36996,9,0,0,6.5767
793,18:47:00,18:47:00,36995,10,0,0,6.9845
793,18:49:00,18:49:00,36994,11,0,0,7.2790
793,18:51:00,18:51:00,37376,12,0,0,7.5280
793,18:53:00,18:53:00,37377,13,0,0,7.8750
